region;personas_hogar;meses_en_chile;mayores_15;sexo_seleccionado;edad_seleccionado;nacionalidad_seleccionado;barrio;P1;P2;P3;P5_pais;P6;P8;P15;P24;I_1_P58;I_2_P58;I_3_P58;I_4_P58;I_5_P58;I_6_P58;I_7_P58;I_1_P75;I_2_P75;I_3_P75;I_4_P75;I_5_P75;I_6_P75;I_7_P75;I_8_P75;I_9_P75;I_10_P75;I_11_P75;P76;P77;P77_cod_O1;P77_cod_O2;P77_cod_O3;P78;P79;P80;P80_cod_O1;P80_cod_O2;P81;I_1_P82;I_2_P82;I_3_P82;I_4_P82;I_5_P82;I_6_P82;I_7_P82;I_8_P82
13;1;Sí;1;Hombre;40;Extranjero;Barrios de Santiago Nororiente;Jefe(a) de Hogar;Hombre;40;Venezuela; ;Otra nacionalidad (extranjeros);Soltero/a;6;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;NS [NO LEER];Nada de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo
13;1;Sí;1;Mujer;72;Chileno;Barrios de Santiago Nororiente;Jefe(a) de Hogar;Mujer;72; ;Más de 5 años;Chilena (exclusivamente);Soltero/a;Totalmente satisfecho;De acuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo
13;4;Sí;4;Hombre;56;Chileno;Barrios de Santiago Nororiente;Jefe(a) de Hogar;Hombre;56; ; ;Chilena (exclusivamente);Casado/a;7;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;No sabe [NO LEER];No sabe [NO LEER];De acuerdo;No; ; ; ; ; ;Sí;pregunta;Otros; ;Satisfecho;Poco de acuerdo;Nada de acuerdo;Nada de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo
13;1;Sí;1;Mujer;37;Extranjero;Barrios de Santiago Nororiente;Jefe(a) de Hogar;Mujer;37;Colombia; ;Otra nacionalidad (extranjeros);Separado/a;8;En desacuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];De acuerdo;De acuerdo;No sabe [NO LEER];No; ; ; ; ; ;Sí;normal;Control de extranjería o Policía Internacional (Aeropuerto o control fronteriz; ;Ni satisfecho ni insatisfecho;Muy de acuerdo;Bastante de acuerdo;Poco de acuerdo;Muy de acuerdo;Bastante de acuerdo;Poco de acuerdo;Muy de acuerdo;Bastante de acuerdo
13;1;Sí;1;Mujer;63;Extranjero;Barrios de Santiago Nororiente;Jefe(a) de Hogar;Mujer;63;Otro; ;Otra nacionalidad (extranjeros);Soltero/a;6;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo
13;1;Sí;1;Hombre;57;Extranjero;Barrios de Santiago Nororiente;Jefe(a) de Hogar;Hombre;57;Otro; ;Otra nacionalidad (extranjeros);Separado/a;6;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;No sabe [NO LEER];No sabe [NO LEER];De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo
13;1;Sí;1;Mujer;75;Chileno;Barrios de Santiago Nororiente;Jefe(a) de Hogar;Mujer;75; ;Más de 5 años;Chilena (exclusivamente);Viudo/a;9;De acuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;En desacuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Poco de acuerdo;Nada de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Muy de acuerdo;Poco de acuerdo
13;3;Sí;1;Mujer;35;Chileno;Barrios de Santiago Nororiente;Jefe(a) de Hogar;Mujer;35; ;Más de 5 años;Chilena (exclusivamente);Casado/a;Totalmente satisfecho;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Muy de acuerdo
13;4;Sí;1;Mujer;29;Chileno;Barrios de Santiago Nororiente;Conviviente por unión civil;Mujer;29; ;Entre 2 y 5 años;Chilena (exclusivamente);Conviviendo o en pareja bajo el acuerdo de unión civil;6;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Sí;petición de documentos;Control de tránsito; ; ;Muy satisfecho;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo
13;3;Sí;1;Hombre;43;Chileno;Barrios de Santiago Nororiente;Conviviente de hecho o pareja;Hombre;43; ;Más de 5 años;Chilena (exclusivamente);Conviviendo o en pareja bajo el acuerdo de unión civil;Totalmente satisfecho;De acuerdo;Muy de acuerdo;Muy en desacuerdo;En desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Nada de acuerdo;Bastante de acuerdo;Nada de acuerdo;Poco de acuerdo;Poco de acuerdo;Muy de acuerdo;Muy de acuerdo
13;1;Sí;1;Mujer;48;Extranjero;Barrios de Santiago Nororiente;Jefe(a) de Hogar;Mujer;48;Venezuela; ;Otra nacionalidad (extranjeros);Soltero/a;Totalmente satisfecho;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;NS [NO LEER];Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo
13;3;Sí;1;Hombre;28;Chileno;Barrios de Santiago Nororiente;Jefe(a) de Hogar;Hombre;28; ;Entre 6 meses y 1 año;Chilena (exclusivamente);Conviviendo o en pareja (no casado/a tampoco unión civil);9;De acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;En desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo
13;1;Sí;1;Hombre;64;Chileno;Barrios de Santiago Nororiente;Jefe(a) de Hogar;Hombre;64; ;Más de 5 años;Chilena (exclusivamente);Divorciado/a;7;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;No sabe [NO LEER];De acuerdo;Sí;por un suicidio en mi edificios;Otros; ; ;Muy satisfecho;No; ; ; ; ;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Muy de acuerdo;Poco de acuerdo
13;2;Sí;1;Mujer;70;Chileno;Barrios de Santiago Nororiente;Jefe(a) de Hogar;Mujer;70; ; ;Chilena (exclusivamente);Casado/a;Totalmente insatisfecho;De acuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;No sabe [NO LEER];En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;Sí;control de documento de auto;Otros; ; ;Muy satisfecho;No; ; ; ; ;Bastante de acuerdo;Poco de acuerdo;Muy de acuerdo;Nada de acuerdo;Poco de acuerdo;Nada de acuerdo;Poco de acuerdo;Muy de acuerdo
13;2;Sí;1;Mujer;30;Chileno;Barrios de Santiago Nororiente;Jefe(a) de Hogar;Mujer;30; ;Más de 5 años;Chilena (exclusivamente);Soltero/a;5;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;No sabe [NO LEER];No; ; ; ; ; ;No; ; ; ; ;Poco de acuerdo;Nada de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo
13;1;Sí;1;Hombre;27;Extranjero;Barrios de Santiago Nororiente;Jefe(a) de Hogar;Hombre;27;Argentina; ;Otra nacionalidad (extranjeros);Soltero/a;8;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;No; ; ; ; ; ;No sabe [NO LEER]; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Muy de acuerdo;Muy de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Muy de acuerdo
13;1;Sí;1;Mujer;49;Extranjero;Barrios de Santiago Nororiente;Jefe(a) de Hogar;Mujer;49;Colombia; ;Otra nacionalidad (extranjeros);Viudo/a;8;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;De acuerdo;No; ; ; ; ; ;Sí;por el robo en la vcslle;Víctima de un delito; ;Satisfecho;Muy de acuerdo;Bastante de acuerdo;Muy de acuerdo;Poco de acuerdo;Muy de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo
13;1;Sí;1;Mujer;36;Extranjero;Barrios de Santiago Nororiente;Jefe(a) de Hogar;Mujer;36;Perú; ;Otra nacionalidad (extranjeros);Soltero/a;6;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo
13;2;Sí;1;Hombre;26;Extranjero;Barrios de Santiago Centro-Norte;Otro Familiar;Hombre;1;Haití; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);8;De acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No sabe [NO LEER];En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No; ; ; ; ; ;No; ; ; ; ;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo
13;2;Sí;2;Hombre;24;Chileno;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Hombre;23; ;Entre 1 y 2 años;Chilena (exclusivamente);Soltero/a;7;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;No sabe [NO LEER];De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;Sí;control de identidad;Control de identidad (control preventivo); ; ;Muy insatisfecho;No; ; ; ; ;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Muy de acuerdo
13;4;Sí;2;Hombre;34;Chileno;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Hombre;34; ;Más de 5 años;Chilena (exclusivamente);Soltero/a;8;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo;Poco de acuerdo;Poco de acuerdo
13;6;Sí;5;Mujer;21;Chileno;Barrios de Santiago Centro-Norte;Hijo(a);Mujer;21; ;Entre 6 meses y 1 año;Chilena (exclusivamente);Soltero/a;Totalmente satisfecho;Muy en desacuerdo;De acuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Muy de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo
13;3;Sí;2;Mujer;33;Chileno;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Mujer;33; ;Más de 5 años;Chilena (exclusivamente);Soltero/a;7;De acuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Nada de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo
13;3;Sí;2;Mujer;32;Extranjero;Barrios de Santiago Centro-Norte;Conviviente de hecho o pareja;Mujer;32;Haití; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);4;De acuerdo;De acuerdo;No sabe [NO LEER];De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;No sabe [NO LEER];En desacuerdo;No sabe [NO LEER];No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;NS [NO LEER];Bastante de acuerdo;NS [NO LEER];Bastante de acuerdo;Bastante de acuerdo
13;3;Sí;2;Mujer;24;Extranjero;Barrios de Santiago Centro-Norte;Conviviente de hecho o pareja;Mujer;24;Haití; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);9;De acuerdo;De acuerdo;No sabe [NO LEER];En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;No sabe [NO LEER];En desacuerdo;De acuerdo;En desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Muy de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo
13;4;Sí;3;Mujer;52;Chileno;Barrios de Santiago Centro-Norte;Conviviente de hecho o pareja;Mujer;52; ;Más de 5 años;Chilena (exclusivamente);Conviviendo o en pareja (no casado/a tampoco unión civil);8;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Nada de acuerdo;Bastante de acuerdo;Muy de acuerdo
13;3;Sí;2;Mujer;28;Extranjero;Barrios de Santiago Centro-Norte;Conviviente de hecho o pareja;Mujer;28;Haití; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);5;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Muy de acuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];De acuerdo;En desacuerdo;No sabe [NO LEER];No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;NS [NO LEER];Bastante de acuerdo;Bastante de acuerdo;Muy de acuerdo;Poco de acuerdo;NS [NO LEER];NS [NO LEER]
13;5;Sí;3;Mujer;24;Chileno;Barrios de Santiago Centro-Norte;No pariente;Mujer;24; ;Más de 5 años;Chilena (exclusivamente);Soltero/a;Totalmente satisfecho;Muy en desacuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo;Nada de acuerdo;Bastante de acuerdo;Muy de acuerdo;Bastante de acuerdo;Nada de acuerdo
13;3;Sí;2;Mujer;36;Chileno;Barrios de Santiago Centro-Norte;Conviviente de hecho o pareja;Mujer;36; ;Más de 5 años;Chilena (exclusivamente);Conviviendo o en pareja (no casado/a tampoco unión civil);8;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;No sabe [NO LEER];De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Muy de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo
13;3;Sí;2;Hombre;34;Extranjero;Barrios de Santiago Centro-Norte;Conviviente de hecho o pareja;Hombre;34;Perú; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);8;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;Sí;control del tránsito;Control de tránsito; ; ;Insatisfecho;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo
13;4;Sí;2;Mujer;33;Extranjero;Barrios de Santiago Centro-Norte;Conviviente de hecho o pareja;Mujer;33;Haití; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);5;Ni de acuerdo ni en desacuerdo;No sabe [NO LEER];En desacuerdo;De acuerdo;No sabe [NO LEER];De acuerdo;De acuerdo;De acuerdo;En desacuerdo;No sabe [NO LEER];En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Poco de acuerdo;NS [NO LEER];Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo
13;2;Sí;2;Mujer;30;Extranjero;Barrios de Santiago Centro-Norte;Conviviente por unión civil;Mujer;1;Haití; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja bajo el acuerdo de unión civil;6;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo
13;2;Sí;2;Mujer;22;Extranjero;Barrios de Santiago Centro-Norte;Padre/Madre;Mujer;1;Haití; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja bajo el acuerdo de unión civil;5;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No sabe [NO LEER];De acuerdo;No sabe [NO LEER];No; ; ; ; ; ;No; ; ; ; ;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo
13;3;Sí;2;Mujer;29;Extranjero;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Mujer;1;Haití; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);7;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No sabe [NO LEER];En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Nada de acuerdo;Bastante de acuerdo;Muy de acuerdo;Bastante de acuerdo;Nada de acuerdo;Nada de acuerdo;Nada de acuerdo;Bastante de acuerdo
13;3;Sí;2;Mujer;34;Extranjero;Barrios de Santiago Centro-Norte;Conviviente por unión civil;Mujer;1;Haití; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja bajo el acuerdo de unión civil;7;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER]; ; ; ; ; ;No sabe [NO LEER]; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Bastante de acuerdo;Muy de acuerdo;Muy de acuerdo
13;4;Sí;3;Hombre;43;Extranjero;Barrios de Santiago Centro-Norte;Conviviente por unión civil;Hombre;1;Haití; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja bajo el acuerdo de unión civil;5;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];De acuerdo;De acuerdo;No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No; ; ; ; ; ;No; ; ; ; ;NS [NO LEER];Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo
13;2;Sí;2;Hombre;46;Extranjero;Barrios de Santiago Centro-Norte;Conviviente por unión civil;Hombre;1;Haití; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja bajo el acuerdo de unión civil;5;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;No sabe [NO LEER];Muy de acuerdo;Muy en desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo
